"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Iraq","IRQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131545608736.111","47294451990.0159","62708759666.7392","81703136045.814","84852409936.6046","86651299268.4474","96200953218.779","116632050218.739","157286594920.793","184941142437.504","216236264275.536","220045223016.119","202004881798.637","127953623818.28","196257563934.086","199538773778.898","210805327175.454","214780213696.352","232452559717.129","240307826962.624","255693691410.824","274989542194.448","313313267727.502","337214593387.241","337878962485.983","353836526432.467","402621288208.154","395294585902.049","405706056270.421","428075838564.981","379599677615.038","390165209954.504",
"Iceland","ISL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9004625965.77552","9415878362.16063","9959326367.62734","10692611744.3739","11124050451.2721","11678589124.047","12147309012.9683","12215275524.8462","12477010813.9395","13450517044.2415","14274285751.1382","15175991395.1664","16459100235.8284","16822763466.1092","15533498911.2936","15093469850.6493","15372061971.1062","15535564849.5489","16242815274.836","16516866493.4188","17249664316.7094","18337029182.1567","19106258173.1223","20040324587.1524","20524389828.2742","19120050318.7798","19961914697.4155",
"Israel","ISR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147877492978.873","156644101281.999","162581621300.563","169272757456.605","174910373996.941","190077998673.652","190712993466.861","190495159316.083","193150496037.68","202391718604.259","210758747321.214","222524708379.388","235950099283.458","243621222461.111","245772691159.718","259704353313.795","274146873587.716","281240845699.885","293659039706.122","305167910104.411","312753854239.321","326895583681.494","340875586977.724","354750320603.417","369494233444.034","362631656663.035","393861459935.352",
"Italy","ITA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2075111958974.29","2107036468228.05","2124614956279.92","2106496117473.54","2151807346894.48","2213926512372.78","2241972196957.13","2283005046386.13","2324341481904.68","2362128942879.25","2451581706371.57","2499421174463.09","2505768279550.37","2509241948206.38","2544963369995.62","2565777326796.92","2611721153731.97","2650559353331.67","2625060632005.45","2486432828349.62","2529032778541.47","2546921470741.52","2471000141707.7","2425507411807.47","2425397110830.38","2444274082066.12","2475889856374.81","2517184209191.25","2540488576005.39","2552764174037.99","2321995482006.42","2478434752412.48",
"Jamaica","JAM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20792726120.9932","21798727854.035","22225011242.2142","24317963346.4402","24654375571.608","25233742806.3856","25205044166.3438","24917590751.8173","24335876253.9963","24590836870.7246","24806917426.7813","25140552993.1629","25642682981.3849","26582825178.7948","26934708707.9167","27175450578.4008","27963300954.9842","28363722571.79","28133483825.258","26910999029.8941","26518866158.4881","26977742324.8965","26812197175.2479","26951000169.7492","27136914194.4561","27386977364.9835","27763609394.364","28040446746.5718","28570389789.9526","28825320993.5128","25942788894.1615","27136157183.293",
"Jordan","JOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28288911157.6271","28743946914.8705","32868639219.8464","34343451475.9593","36050828370.9103","38286294945.5859","39085337735.3051","40378466623.6169","41594735835.8412","43004602079.3291","44830453738.7115","47192999390.3193","49922552063.5869","52000162597.3861","56455128128.3465","61054298627.4663","65995407814.7108","71391304557.8767","76546032349.7033","80391483182.1001","82252412682.5462","84503809133.4714","86556709463.6289","88815794063.8618","91821389908.9655","94113737256.5919","95990535352.4937","98364955818.7871","100252649208.887","102184890723.871","100581126085.199","102822212791.693",
"Japan","JPN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4055806495896.01","4198707047520.24","4236520018157.5","4217065082955.44","4262752056513.44","4374905046770.48","4512008926993.96","4556282054981.99","4498402214615.76","4483380702001.18","4607330376800.63","4625119437239.31","4627060252951.37","4698091434761.48","4800797148955.08","4887398770601.17","4954470993866.83","5027993827924.14","4966436652531.57","4683685675291.75","4875619269863.28","4876780131592.51","4943823715180.79","5042952333233.2","5057889836119.82","5136824615194.47","5175547373033.96","5262254961496.86","5292990112343.87","5280268366098.9","5042291711263.33","5125846070861.84",
"Kazakhstan","KAZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220299761047.029","196066787328.127","185675247601.825","168593124818.682","147350391094.366","135267659022.886","135943997320.805","138255045274.572","135628199415.151","139290160796.433","152940596557.466","173587577090.332","190599159644.505","208324881492.087","228324070118.178","250471504917.876","277271955944.089","301949160023.096","311913482304.495","315656444090.368","338699364509.476","363763117485.494","381223747124.771","404097171949.419","421069253173.842","426122084210.952","430809427136.853","448472613650.923","466859990810.033","487868690396.88","475671973136.958","496125867981.847",
"Kenya","KEN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84666479254.1433","85884276842.1538","85197637237.378","85498552954.4709","87749545619.6308","91615980599.18","95415148059.1265","95868276430.4644","99022547617.0948","101305402136.56","101912925963.812","105765139274.572","106343526018.299","109462023913.23","115049293754.964","121844871364.238","129731273718.319","138618812707.925","138940800290.91","143535488936.831","155102258423.612","163045209671.545","170494222928.146","176969335033.056","185853392091.792","195086070317.093","203306055187.482","211108856550.069","223032171628.642","234438391189.46","233851930179.264","251431410850.289",
"Kyrgyz Republic","KGZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22651204110.6991","20851809393.0648","17966369827.0813","15188889745.9662","12138177115.041","11479824005.1521","12293112413.2346","13512005720.466","13798708222.6922","14303159933.9117","15081729078.291","15884321603.7424","15881569708.2519","16998090623.644","18192514565.9742","18160583898.9833","18724088428.9303","20323663854.199","22031180060.5334","22667064815.5119","22560174508.3854","23903920386.6097","23882849032.7395","26489774123.7282","27555732866.3458","28623744973.2215","29864829313.3557","31280403475.28","32455892924.5573","33949067064.7258","31097900737.6667","32220725489.7256",
"Cambodia","KHM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17586546192.9119","11464908856.0774","12600332539.1778","13343437857.526","13878058850.6037","14527778509.7288","16373588139.7446","18009895822.0209","19477411669.5342","20758818799.9835","22524542245.9929","24853699018.7928","28146835740.0382","31178554968.1051","34362687939.113","36662093824.9519","36693878745.5031","38881963567.4546","41630751178.192","44675351848.305","47961967887.8686","51387685545.5751","54967247822.205","58778299696.0828","62890960721.9283","67588392994.1564","72356150509.8081","70115999220.0128","72237982362.0124",
"Kiribati","KIR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153646371.285112","153646371.285112","154994146.471823","156341921.658535","159037472.031958","159037472.031958","161733022.405381","164428572.778804","175210774.272496","172515223.899073","183297425.392765","180601875.019342","187442103.64694","191202800.750421","188087418.406337","197400814.501551","197303505.133071","201318527.414284","197108077.730997","198690500.577715","196464649.856861","199927488.644079","210196053.014115","218943518.308429","216543265.478415","237905636.965311","236767979.930207","236188706.154959","248645653.095659","247303942.897287","245951180.942385","249640445.96097",
"St. Kitts and Nevis","KNA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","576160407.984633","565416807.491825","589554303.008232","629655488.478795","663038053.468264","698730337.756763","739556019.629434","790023076.699398","786177672.718975","811491700.854191","892988257.676006","939900947.781778","952756114.711501","915280454.663965","951858234.555042","1044500889.87084","1077406649.53584","1083877578.93929","1205039137.24394","1164317176.01003","1164825933.48351","1183658133.80786","1177539668.8079","1244725378.23668","1339042734.85119","1348591225.89437","1401597116.51018","1401696192.94124","1430465511.60959","1488363301.00887","1272073259.7332","1260883815.30063",
"Korea, Rep.","KOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542570624549.052","601049190991.003","638306083382.99","682205419129.481","745436763166.872","817107268226.502","881582778617.493","935981306155.872","887970630220.554","989793711154.328","1079477269584.2","1131857819988.08","1219295451465.64","1257670229835.22","1323036273738.77","1380039856716","1452689661910.11","1536939102172.75","1583246844825.55","1595797226566.06","1704388433877.57","1767206529267.27","1809664213833.72","1866934813500.06","1926722538277.21","1980846164069.89","2039219357482.86","2103651261121.49","2164812897274.32","2213390819401.97","2197688684965.63","2288790000464.66",
"Kuwait","KWT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67170317204.9177","90001822081.6509","97594524875.7269","102335951140.222","102955213773.795","105501631080.532","109365158549.586","107408605884.109","112450990823.615","112690885419.638","116087707792.595","136201087746.964","150148485091.357","166077805417.527","178558175498.435","189256623413.761","193949727672.545","180225735495.181","175953909551.364","192895468050.998","205676371273.265","208040210707.249","209082236236.316","210322134913.322","216475883430.819","206275309887.727","211296012291.51","210129744326.841","191522169365.481","",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4143226262622.55","4275973857001.7","4382543759831.52","4573301140739.44","4823124071269.96","4836776178858.99","5029962021866.35","5293228323271.99","5429228546371.98","5452921725196.85","5646291247297.05","5656669801098.66","5683065151121.2","5823379207096.12","6134002284876.35","6375253318273.54","6699231515169.28","7055732832395.61","7319768329441.69","7161503489767.78","7638676032288.83","7985694932134.42","8183584350655.04","8421643075627.45","8551331548569.53","8602582585681.78","8598769277260.82","8774618231824.18","8924223266125.81","8990690432603.25","8405467156715","8955133322357.95",
